UF;MUNICIPIO;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
MA;NOVA COLINAS;183;0;22;1;121;3;0;0;4;639;90;12;0;9;7;0;0;0;0;0;1
MA;NOVA IORQUE;122;0;15;0;73;2;0;0;2;349;46;2;0;12;1;0;0;0;0;0;0
MA;NOVA OLINDA DO MARANHAO;500;0;77;6;154;10;0;1;15;1751;268;8;0;17;6;0;0;0;0;0;4
MA;OLHO D'AGUA DAS CUNHAS;827;0;73;3;345;25;0;2;15;3797;982;17;0;76;5;0;0;0;0;0;15
MA;OLINDA NOVA DO MARANHAO;259;0;43;2;161;28;0;0;5;1303;78;11;0;5;2;0;0;0;0;0;5
MA;PACO DO LUMIAR;13996;0;571;33;2373;617;1;145;130;11415;1760;203;0;175;44;2;1;0;1;11;252
MA;PALMEIRANDIA;319;0;25;4;149;14;0;0;3;1883;235;12;0;2;4;0;0;0;0;0;5
MA;PARAIBANO;644;0;97;7;353;19;0;0;27;4158;660;7;0;17;6;0;0;0;0;0;23
MA;PARNARAMA;340;0;69;2;244;8;0;2;4;1802;244;18;0;5;3;0;0;0;0;1;9
MA;PASSAGEM FRANCA;332;0;61;0;281;16;0;0;9;2809;197;8;0;9;0;0;0;0;0;0;8
MA;PASTOS BONS;775;0;174;34;375;24;0;1;15;2753;617;10;0;47;80;0;0;0;0;2;24
MA;PAULINO NEVES;90;0;7;3;220;18;0;0;3;371;30;12;0;4;3;0;1;0;0;0;9
MA;PAULO RAMOS;537;0;81;1;248;10;0;1;9;4289;400;7;0;9;1;0;0;0;0;0;17
MA;PEDREIRAS;2964;0;401;93;1057;115;0;69;90;11921;3569;49;0;107;151;0;0;0;1;3;96
MA;PEDRO DO ROSARIO;241;0;34;1;119;7;0;1;2;1991;111;10;0;2;0;0;0;0;0;0;0
MA;PENALVA;450;0;51;0;183;38;0;1;4;2732;222;5;0;5;0;0;0;0;0;0;11
MA;PERI MIRIM;298;0;32;1;106;14;0;0;10;1444;206;12;0;5;2;0;1;0;0;0;4
MA;PERITORO;809;0;72;26;208;41;0;11;94;2891;340;14;0;35;29;0;0;0;0;0;6
MA;PINDARE MIRIM;1431;0;119;17;334;60;0;14;21;4478;702;23;0;41;21;0;0;0;0;9;23
MA;PINHEIRO;4550;0;565;48;1635;211;0;13;53;15826;4894;112;0;75;79;0;0;0;0;11;124
MA;PIO XII;896;0;131;3;411;26;0;5;9;3914;779;12;0;34;6;0;0;0;0;3;16
MA;PIRAPEMAS;299;0;26;2;101;9;0;2;6;1219;58;5;0;3;2;0;0;0;0;1;3
MA;POCAO DE PEDRAS;439;0;56;3;218;21;0;0;18;4356;455;7;0;3;6;0;0;0;0;2;11
MA;PORTO FRANCO;1700;0;159;67;611;90;0;3;27;3422;1194;21;0;140;124;0;0;0;0;1;23
MA;PORTO RICO DO MARANHAO;94;0;5;0;53;3;0;0;3;497;58;3;0;0;0;0;0;0;0;0;0
MA;PRESIDENTE DUTRA;3762;0;585;69;1617;154;0;110;40;10794;2987;32;0;93;98;0;1;0;0;7;120
MA;PRESIDENTE JUSCELINO;248;0;23;2;95;7;0;0;2;746;57;5;0;0;4;0;0;0;0;0;1
MA;PRESIDENTE MEDICI;183;0;19;1;73;3;0;0;6;672;43;3;0;2;0;0;0;0;0;0;4
MA;PRESIDENTE SARNEY;167;0;16;0;110;3;0;0;9;1599;276;11;0;0;1;0;0;0;0;0;2
MA;PRESIDENTE VARGAS;306;0;27;1;77;13;0;9;5;985;99;7;0;1;0;0;0;0;0;0;1
MA;PRIMEIRA CRUZ;38;0;2;0;85;5;0;0;3;126;10;5;0;1;0;0;0;0;0;0;3
MA;RAPOSA;1786;0;158;9;556;102;1;21;8;2904;583;59;0;21;12;0;0;0;0;0;41
MA;RIACHAO;837;0;137;14;439;28;0;1;17;3188;667;31;0;46;22;0;0;0;0;1;16
MA;RIBAMAR FIQUENE;388;0;36;5;140;20;0;3;4;830;117;6;0;37;7;0;0;0;0;0;2
MA;ROSARIO;1961;0;239;14;497;71;0;17;32;4048;1374;56;0;34;18;0;0;0;0;2;26
MA;SAMBAIBA;117;0;29;0;96;5;0;0;7;531;82;11;0;5;0;0;0;0;0;0;0
MA;SANTA FILOMENA DO MARANHAO;199;0;13;0;167;10;0;0;6;747;84;6;0;4;0;0;1;0;0;0;2
MA;SANTA HELENA;1000;0;128;4;474;48;0;2;14;3069;979;23;0;12;1;0;0;0;0;2;16
MA;SANTA INES;8727;0;894;70;2591;312;0;95;176;18785;4797;122;0;485;87;0;0;0;1;19;212
MA;SANTA LUZIA;2021;0;319;8;973;71;0;3;98;9151;1976;22;0;47;7;0;1;0;0;1;33
MA;SANTA LUZIA DO PARUA;1089;0;141;5;410;32;0;4;17;3904;547;14;0;28;7;0;0;0;0;0;12
MA;SANTA QUITERIA DO MARANHAO;474;0;51;0;348;32;0;0;6;1813;298;22;0;7;1;0;0;0;0;1;14
MA;SANTA RITA;1726;0;187;13;483;54;0;8;14;5346;1113;24;0;50;7;0;0;0;0;0;35
MA;SANTANA DO MARANHAO;90;0;13;0;109;5;0;1;3;352;30;9;0;2;0;0;0;0;0;0;1
MA;SANTO AMARO DO MARANHAO;47;0;7;0;274;18;0;0;4;203;4;5;0;2;0;0;1;0;0;0;5
MA;SANTO ANTONIO DOS LOPES;501;0;149;8;334;17;0;3;16;2684;488;15;0;17;12;0;0;0;1;0;12
MA;SAO BENEDITO DO RIO PRETO;344;0;23;0;243;28;0;0;10;975;191;6;0;4;0;0;0;0;0;0;7
MA;SAO BENTO;1093;0;174;11;405;56;0;1;53;5238;712;27;0;9;21;0;0;0;0;0;13
MA;SAO BERNARDO;566;0;84;11;253;18;0;1;7;2374;304;25;0;10;14;0;0;0;0;2;12
MA;SAO DOMINGOS DO AZEITAO;197;0;71;68;190;4;0;0;8;704;93;4;0;65;138;0;0;0;0;1;10
MA;SAO DOMINGOS DO MARANHAO;1687;0;306;52;1208;98;0;5;11;5794;795;27;0;40;106;0;0;0;0;1;40
MA;SAO FELIX DE BALSAS;82;0;13;0;72;4;0;0;3;217;30;2;0;7;1;0;0;0;0;0;0
MA;SAO FRANCISCO DO BREJAO;377;0;70;1;194;14;0;2;5;1211;169;14;0;27;2;0;0;0;0;0;4
MA;SAO FRANCISCO DO MARANHAO;50;0;14;1;52;0;0;0;0;258;8;5;0;0;6;0;0;0;0;0;5
MA;SAO JOAO BATISTA;355;0;35;5;144;14;0;1;7;2293;97;12;0;1;8;0;0;0;0;0;8
MA;SAO JOAO DO CARU;127;0;35;0;106;4;0;0;3;1318;28;3;0;3;0;0;0;0;0;0;1
MA;SAO JOAO DO PARAISO;360;0;55;3;351;27;0;1;5;1507;305;10;0;25;0;0;0;0;0;1;11
MA;SAO JOAO DO SOTER;245;0;37;5;93;8;0;0;6;1249;136;14;0;0;7;0;1;0;0;0;1
MA;SAO JOAO DOS PATOS;1600;0;243;16;754;68;0;1;19;7531;1077;10;0;53;23;0;0;0;0;0;42
MA;SAO JOSE DE RIBAMAR;19906;0;949;56;3760;1083;0;281;184;18913;2747;444;0;260;79;0;1;0;2;7;514
MA;SAO JOSE DOS BASILIOS;167;0;18;0;163;6;0;0;4;990;73;5;0;2;0;0;0;0;0;0;0
MA;SAO LUIS;217761;0;11310;1831;40354;14916;59;1626;1463;117300;15325;4888;1;4144;2650;15;46;0;45;112;8387
MA;SAO LUIS GONZAGA DO MARANHAO;573;0;42;1;202;23;0;2;9;2882;200;13;0;7;0;0;0;0;0;0;5
MA;SAO MATEUS DO MARANHAO;1648;0;151;17;553;87;1;27;54;6232;1840;27;0;64;24;0;0;0;0;1;38
MA;SAO PEDRO DA AGUA BRANCA;356;0;27;5;133;14;0;11;7;1499;475;8;0;23;1;0;0;0;0;0;4
MA;SAO PEDRO DOS CRENTES;151;0;68;3;186;7;0;0;1;688;97;7;0;1;3;0;0;0;0;0;0
MA;SAO RAIMUNDO DAS MANGABEIRAS;1005;0;189;37;480;39;0;6;24;2721;892;62;0;59;68;0;0;0;0;2;25
MA;SAO RAIMUNDO DO DOCA BEZERRA;74;0;19;0;55;2;0;0;3;729;59;3;0;1;0;0;0;0;0;0;2
MA;SAO ROBERTO;94;0;19;0;49;2;0;0;5;1005;42;4;0;0;0;0;0;0;0;0;2
MA;SAO VICENTE FERRER;345;0;46;3;149;19;0;0;3;1957;163;6;0;5;5;0;0;0;0;0;2
MA;SATUBINHA;181;0;26;0;104;1;0;1;6;869;52;4;0;6;0;0;0;0;0;2;2
MA;SENADOR ALEXANDRE COSTA;236;0;29;2;109;14;0;0;11;1092;101;10;0;4;3;0;0;0;0;0;1
MA;SENADOR LA ROCQUE;714;0;104;4;427;37;0;11;4;3913;378;5;0;28;6;0;0;0;0;1;8
MA;SERRANO DO MARANHAO;76;0;5;0;39;2;0;0;2;287;34;8;0;1;0;0;0;0;0;0;1
MA;SITIO NOVO;516;0;99;3;474;36;0;1;11;2735;436;13;0;24;6;0;0;0;0;1;7
MA;SUCUPIRA DO NORTE;195;0;38;1;153;4;0;0;5;1122;80;8;0;2;0;0;0;0;0;0;8
MA;SUCUPIRA DO RIACHAO;123;0;14;2;78;2;0;0;11;758;49;6;0;12;4;0;0;0;0;1;1
MA;TASSO FRAGOSO;274;0;94;15;222;11;0;0;9;1159;361;6;0;10;36;0;0;0;0;1;5
MA;TIMBIRAS;485;0;49;5;130;18;0;3;4;2655;544;9;0;1;4;0;0;0;0;1;7
MA;TIMON;10148;0;830;64;2200;353;1;1094;57;32093;5148;211;0;152;75;1;0;0;0;33;110
MA;TRIZIDELA DO VALE;980;0;185;43;364;32;0;20;39;5774;1517;15;0;48;63;0;0;0;0;0;20
MA;TUFILANDIA;196;0;14;0;69;2;0;0;4;635;36;1;0;4;0;0;0;0;0;0;0
MA;TUNTUM;1182;0;188;6;740;53;0;2;15;4969;1216;21;0;24;6;0;0;0;0;2;25
MA;TURIACU;376;0;55;1;307;16;0;0;7;2519;247;9;0;9;0;0;0;0;0;0;12
MA;TURILANDIA;392;0;20;0;148;10;0;0;5;1320;297;4;0;4;0;0;0;0;0;0;4
MA;TUTOIA;467;0;95;16;517;42;0;1;32;2794;795;27;0;14;20;0;0;0;0;3;27
MA;URBANO SANTOS;560;0;100;9;484;43;0;0;13;2214;201;28;0;14;9;0;0;0;0;1;19
MA;VARGEM GRANDE;1184;0;168;4;428;56;0;17;9;4965;696;19;0;14;12;0;0;0;0;0;29
MA;VIANA;1576;0;230;9;662;64;0;14;12;8793;1033;10;0;51;13;0;0;0;0;2;48
MA;VILA NOVA DOS MARTIRIOS;437;0;54;4;162;11;0;6;9;1290;278;9;0;38;4;0;0;0;0;1;4
MA;VITORIA DO MEARIM;1280;0;141;5;460;49;0;6;11;3273;625;11;0;25;4;0;0;0;0;0;25
MA;VITORINO FREIRE;1233;0;138;5;611;37;0;8;17;6966;1167;31;0;37;9;0;0;0;0;2;21
MA;ZE DOCA;2104;0;291;19;813;60;0;6;29;11061;1307;62;0;54;22;0;0;0;0;2;41
MG;ABADIA DOS DOURADOS;2424;0;213;28;515;66;0;10;40;1081;119;22;0;108;33;0;0;0;0;2;12
MG;ABAETE;7711;0;532;78;1467;298;0;128;54;2269;759;188;0;395;88;9;0;0;0;4;61
MG;ABRE CAMPO;3209;0;283;94;765;107;0;23;20;1993;17;59;0;77;141;0;0;0;0;2;35
MG;ACAIACA;941;0;46;1;155;38;0;8;11;578;15;12;0;43;1;0;0;0;0;2;4
MG;ACUCENA;1389;0;62;2;326;42;0;6;18;1720;26;47;0;30;2;0;0;0;1;3;6
MG;AGUA BOA;1537;0;111;1;392;55;0;7;18;2204;42;45;0;59;1;0;0;0;0;16;13
MG;AGUA COMPRIDA;571;0;42;14;136;24;0;5;16;147;7;13;0;49;17;0;0;0;0;1;4
MG;AGUANIL;1138;0;87;17;188;40;0;1;8;325;25;10;0;34;18;0;0;0;0;0;2
MG;AGUAS FORMOSAS;2579;0;136;7;706;121;0;44;35;2467;160;55;0;94;12;6;0;0;0;8;26
MG;AGUAS VERMELHAS;1066;0;101;27;317;27;0;1;32;1003;57;37;0;26;28;0;0;0;0;1;6
MG;AIMORES;3954;0;231;18;574;113;0;33;46;4244;1112;48;0;157;21;2;0;0;2;8;29
MG;AIURUOCA;1738;0;119;19;387;94;0;8;29;1009;29;12;0;51;19;0;0;0;0;1;53
MG;ALAGOA;551;0;41;1;132;39;0;2;3;390;13;18;0;11;0;0;0;0;0;0;14
MG;ALBERTINA;1062;0;89;3;274;47;0;0;30;472;24;8;0;13;2;0;0;0;0;2;13
MG;ALEM PARAIBA;14987;0;1651;574;2410;648;0;73;144;5203;561;79;0;539;560;5;7;0;0;10;156
MG;ALFENAS;28990;0;1363;158;4757;1442;1;185;175;10121;1488;258;0;975;218;3;17;0;0;13;567
MG;ALFREDO VASCONCELOS;1702;0;192;52;380;128;0;4;20;949;29;35;0;98;73;0;0;0;1;1;16
MG;ALMENARA;5801;0;334;20;1515;427;0;104;108;6288;1003;184;0;215;24;1;3;0;0;30;57
MG;ALPERCATA;950;0;93;9;160;77;0;9;3;727;58;10;0;48;16;0;0;0;0;0;6
MG;ALPINOPOLIS;8214;0;588;51;1380;224;0;6;55;2498;113;117;0;157;67;0;1;0;1;5;82
MG;ALTEROSA;4789;0;317;16;922;168;0;24;39;2700;150;68;0;92;11;0;0;0;1;3;26
MG;ALTO CAPARAO;1640;0;92;2;328;71;0;46;29;1129;27;25;0;48;2;0;0;0;1;1;8
MG;ALTO JEQUITIBA;2605;0;110;0;597;60;0;42;10;1756;41;17;0;80;1;0;1;0;0;0;18
MG;ALTO RIO DOCE;2178;0;165;3;414;89;0;8;27;2348;109;38;0;59;1;0;0;0;0;2;30
MG;ALVARENGA;796;0;49;1;155;24;0;6;8;1103;16;22;0;11;1;1;0;0;0;0;5
MG;ALVINOPOLIS;3131;0;261;5;729;107;0;13;22;2317;37;34;0;53;4;1;2;0;0;7;19
MG;ALVORADA DE MINAS;628;0;31;0;158;28;0;4;21;571;14;25;0;13;0;0;0;0;4;0;5
MG;AMPARO DA SERRA;854;0;55;1;148;24;0;10;5;901;13;51;0;27;5;0;0;0;0;3;5
MG;ANDRADAS;16169;0;1221;95;3249;1047;0;33;134;6409;775;122;0;242;103;2;5;0;0;2;298
MG;ANDRELANDIA;3420;0;186;7;553;179;0;13;44;926;86;32;0;84;9;3;2;0;0;2;33
MG;ANGELANDIA;1156;0;119;4;304;41;0;2;16;1371;72;41;0;24;3;0;0;0;0;6;3
MG;ANTONIO CARLOS;3003;0;210;16;360;196;0;27;34;1260;25;50;0;115;23;0;1;0;0;2;18
MG;ANTONIO DIAS;1735;0;141;50;257;60;0;5;23;1036;17;84;0;43;29;0;0;0;0;2;2
MG;ANTONIO PRADO DE MINAS;404;0;19;0;60;22;0;52;8;301;9;5;0;22;0;0;0;0;0;0;4
MG;ARACAI;432;0;18;1;80;18;0;9;9;127;6;11;0;14;0;0;0;0;0;2;2
MG;ARACITABA;396;0;17;1;50;12;0;0;2;234;3;5;0;16;0;0;0;0;0;0;0
MG;ARACUAI;4096;0;311;21;1253;184;0;29;30;7218;712;163;0;222;23;1;3;0;1;31;55
MG;ARAGUARI;43181;0;2606;1179;7337;2229;0;733;520;21099;5656;369;0;3355;1716;2;5;1;21;73;572
MG;ARANTINA;788;0;55;0;105;27;0;1;7;322;30;4;0;26;1;1;0;0;0;0;3
MG;ARAPONGA;1337;0;100;2;321;32;0;12;10;2061;17;21;0;13;3;0;0;0;0;10;9
MG;ARAPORA;1385;0;371;144;349;86;0;57;28;704;198;77;0;210;177;0;0;0;0;0;7
MG;ARAPUA;889;0;84;21;239;16;0;3;10;485;53;27;0;25;29;0;0;0;0;2;5
MG;ARAUJOS;2601;0;167;14;568;70;0;9;12;1137;167;14;0;211;27;3;0;0;0;4;19
MG;ARAXA;42286;0;2068;568;7704;2359;0;575;283;12659;2260;445;0;1627;722;11;4;0;13;61;789
MG;ARCEBURGO;3110;0;195;18;463;115;0;21;25;1062;170;78;0;73;40;1;2;0;0;2;16
MG;ARCOS;15338;0;1391;850;2719;774;0;60;129;6801;1127;325;0;813;1147;12;8;0;11;12;195
MG;AREADO;5314;0;278;21;840;193;0;68;33;1274;81;109;0;146;39;1;1;0;0;0;51
MG;ARGIRITA;543;0;37;2;112;21;0;4;7;189;9;13;0;25;1;1;0;0;0;1;3
MG;ARICANDUVA;468;0;35;0;137;14;0;0;6;831;24;20;0;9;0;0;0;0;0;7;2
MG;ARINOS;2992;0;353;53;676;117;0;19;39;1830;216;148;0;332;84;2;3;0;1;1;19
MG;ASTOLFO DUTRA;3672;0;303;35;704;172;0;71;11;2024;210;26;0;129;33;1;0;0;0;6;34
MG;ATALEIA;1256;0;101;11;282;59;0;22;33;1485;42;51;0;26;11;1;0;0;0;1;4
MG;AUGUSTO DE LIMA;771;0;40;3;150;26;0;13;5;376;21;22;0;30;7;0;0;0;0;0;7
MG;BAEPENDI;5584;0;494;26;1000;404;0;10;80;3401;234;38;0;126;43;1;1;0;0;0;130
MG;BALDIM;1895;0;239;12;392;73;0;29;14;774;54;29;0;47;7;0;0;0;0;1;10
MG;BAMBUI;8795;0;645;125;2140;359;0;44;73;2481;224;98;0;350;201;0;1;0;2;3;130
MG;BANDEIRA;296;0;26;0;93;17;0;0;10;512;14;16;0;6;0;0;0;0;0;0;2
MG;BANDEIRA DO SUL;2103;0;135;13;358;117;0;8;19;462;19;16;0;26;11;0;0;0;0;2;13
MG;BARAO DE COCAIS;9638;0;631;60;1446;431;0;108;101;3951;297;173;0;245;39;2;3;1;3;20;135
MG;BARAO D0 MONTE ALTO;785;0;57;8;110;33;0;36;8;736;27;18;0;27;5;0;0;0;0;4;9
MG;BARBACENA;43419;0;1874;367;5339;2997;0;212;329;13687;698;227;0;1495;319;1;14;0;7;54;707
MG;BARRA LONGA;986;0;48;5;210;28;0;7;8;882;10;19;0;16;3;0;0;0;0;2;4
MG;BARROSO;6154;0;414;256;713;316;0;308;39;2203;349;35;0;294;247;2;0;0;1;2;64
MG;BELA VISTA DE MINAS;3162;0;191;53;277;121;0;13;14;663;38;20;0;41;44;0;0;0;0;1;20
MG;BELMIRO BRAGA;716;0;104;10;124;34;0;5;14;208;19;10;0;23;7;0;0;0;0;0;10
MG;BELO HORIZONTE;1596427;0;37561;7443;247602;133148;10;1133;6715;250857;22981;9406;2;21765;5496;21;485;12;293;789;39415
MG;BELO ORIENTE;5750;0;281;95;809;170;0;117;54;2496;194;111;0;354;244;1;2;0;1;3;32
MG;BELO VALE;2432;0;352;69;525;95;0;11;40;1227;38;42;0;38;54;0;1;0;1;0;20
MG;BERILO;1052;0;88;5;295;37;0;3;17;2272;34;47;0;32;3;1;0;0;0;5;5
MG;BERIZAL;549;0;44;1;146;27;0;1;10;751;62;16;0;17;2;0;0;0;1;2;3
MG;BERTOPOLIS;291;0;11;0;69;14;0;0;7;355;8;7;0;6;1;0;0;0;0;0;1
MG;BETIM;125069;0;6594;5670;15844;5786;0;501;833;34765;1959;1252;0;4178;7583;7;18;9;139;74;1123
MG;BIAS FORTES;648;0;38;0;74;40;0;4;5;376;3;7;0;4;0;0;0;0;0;0;7
MG;BICAS;5244;0;252;60;825;232;0;65;38;1194;127;39;0;222;59;0;2;0;0;6;73
MG;BIQUINHAS;884;0;59;7;222;19;0;7;7;307;37;6;0;55;8;0;0;0;0;1;4
MG;BOA ESPERANCA;14320;0;888;71;2372;487;0;96;133;4605;471;230;0;513;95;13;3;0;0;4;169
MG;BOCAINA DE MINAS;1609;0;145;4;336;71;0;3;19;1090;77;17;0;43;2;0;0;0;0;0;48
MG;BOCAIUVA;11940;0;781;195;2564;612;0;46;98;8298;833;273;0;487;198;4;3;0;0;11;148
MG;BOM DESPACHO;18528;0;1296;356;3595;730;0;25;92;6365;701;492;0;1034;480;7;14;0;4;28;206
MG;BOM JARDIM DE MINAS;2323;0;179;3;319;103;0;12;18;829;78;23;0;75;7;0;0;0;0;7;24
MG;BOM JESUS DA PENHA;1524;0;199;12;444;55;0;1;25;1222;40;20;0;38;15;0;0;0;0;0;18
MG;BOM JESUS DO AMPARO;1669;0;107;19;355;63;0;4;15;585;8;31;0;44;21;0;0;0;0;4;6
MG;BOM JESUS DO GALHO;2201;0;149;0;368;59;0;21;14;2562;74;32;0;51;1;0;0;0;0;3;13
MG;BOM REPOUSO;3714;0;227;8;1375;142;0;22;12;2255;87;25;0;66;9;0;0;0;0;2;17
MG;BOM SUCESSO;4959;0;237;64;755;212;0;21;33;1447;40;64;0;141;46;2;2;0;1;1;25
MG;BONFIM;1903;0;192;3;440;56;0;1;17;1746;100;25;0;62;4;0;2;0;0;1;21
MG;BONFINOPOLIS DE MINAS;1309;0;113;17;334;56;0;9;5;774;39;40;0;91;38;2;0;0;0;0;6
MG;BONITO DE MINAS;375;0;61;1;206;41;0;0;10;776;19;36;0;32;2;0;0;0;0;0;4
MG;BORDA DA MATA;6225;0;319;16;1074;348;0;28;44;2213;115;64;0;138;15;1;2;0;0;3;95
MG;BOTELHOS;5917;0;294;12;988;255;0;22;95;1733;135;54;0;135;14;4;0;0;1;0;58
MG;BOTUMIRIM;426;0;44;0;178;34;0;1;18;633;10;32;0;26;0;0;0;0;0;2;5
MG;BRAS PIRES;972;0;85;2;212;26;0;11;11;952;28;15;0;28;4;0;2;0;0;2;7
MG;BRASILANDIA DE MINAS;3537;0;276;114;702;106;0;38;30;1936;349;189;0;272;148;13;1;0;0;8;18
MG;BRASILIA DE MINAS;5364;0;353;18;931;248;0;9;36;4781;890;110;0;340;21;0;5;0;0;4;45
MG;BRASOPOLIS;4463;0;291;15;917;252;0;28;44;1838;34;60;0;82;17;1;0;0;0;1;74
MG;BRAUNAS;593;0;31;3;156;28;0;9;11;712;11;24;0;28;0;0;0;0;0;1;4
MG;BRUMADINHO;13231;0;1159;228;2413;719;0;74;165;4620;431;385;0;379;194;1;5;0;43;14;376
MG;BUENO BRANDAO;4512;0;255;6;1056;170;0;7;50;2084;58;29;0;70;9;0;1;0;1;1;53
MG;BUENOPOLIS;1972;0;132;8;426;74;0;15;21;1110;159;39;0;86;12;0;0;0;0;3;10
MG;BUGRE;673;0;40;0;131;18;0;1;3;489;23;11;0;8;0;0;0;0;0;0;2
MG;BURITIS;4726;0;411;162;1150;198;0;55;28;2279;507;153;0;475;242;5;1;0;1;3;34
MG;BURITIZEIRO;3848;0;314;91;865;202;0;67;49;3819;431;179;0;277;121;1;3;1;0;25;13
MG;CABECEIRA GRANDE;554;0;82;19;133;18;0;14;12;273;17;16;0;65;36;1;0;0;0;0;0
MG;CABO VERDE;4089;0;238;8;716;172;0;1;56;1062;17;59;0;70;6;0;3;0;0;1;20
MG;CACHOEIRA DA PRATA;965;0;69;25;163;37;0;26;5;276;19;12;0;30;28;0;1;0;2;1;1
MG;CACHOEIRA DE MINAS;2881;0;160;3;613;126;0;21;36;1242;102;22;0;55;8;1;1;0;0;1;23
MG;CACHOEIRA DE PAJEU;981;0;47;12;159;17;0;1;22;655;30;23;0;29;7;0;0;0;0;0;4
MG;CACHOEIRA DOURADA;584;0;34;8;92;25;0;4;12;214;123;4;0;79;7;0;0;0;1;0;4
MG;CAETANOPOLIS;2931;0;197;36;448;129;0;189;22;1120;182;56;0;120;56;0;0;0;0;1;30
MG;CAETE;13436;0;696;226;1768;702;0;73;143;5396;510;83;1;236;261;0;7;0;1;7;290
MG;CAIANA;960;0;65;0;155;20;0;26;10;867;33;14;0;26;0;0;0;0;0;1;6
MG;CAJURI;739;0;87;14;141;21;0;47;6;769;22;15;0;19;16;0;0;0;0;0;7
MG;CALDAS;4965;0;375;34;937;278;0;15;65;1273;65;36;0;98;54;0;0;0;0;2;38
MG;CAMACHO;719;0;61;2;218;17;0;2;10;638;14;45;0;14;2;0;0;0;0;1;0
MG;CAMANDUCAIA;7775;0;549;145;1510;424;0;8;55;3969;311;77;1;229;99;4;1;0;7;10;200
MG;CAMBUI;11340;0;776;154;2220;543;0;36;96;4648;464;105;0;260;94;5;2;0;2;9;150
MG;CAMBUQUIRA;4158;0;206;15;516;248;0;5;46;1346;101;48;0;51;13;0;1;0;1;2;43
MG;CAMPANARIO;486;0;21;0;87;25;0;9;7;344;12;7;0;27;0;0;0;0;0;0;3
MG;CAMPANHA;5076;0;314;75;908;332;0;20;66;2237;134;65;0;112;72;0;3;0;0;4;45
MG;CAMPESTRE;8074;0;650;73;1934;348;0;12;77;4614;145;85;0;119;89;3;3;0;3;5;54
MG;CAMPINA VERDE;5265;0;289;51;1280;176;0;67;59;2020;377;54;0;437;63;1;1;0;3;0;26
MG;CAMPO AZUL;322;0;15;0;73;6;0;0;3;382;26;12;0;10;0;0;0;0;0;1;0
MG;CAMPO BELO;18565;0;1402;334;2715;797;0;89;110;6986;1531;131;0;725;362;4;4;0;2;7;195
MG;CAMPO DO MEIO;3156;0;164;6;479;114;0;16;26;1124;254;97;0;95;6;0;0;0;2;0;22
MG;CAMPO FLORIDO;2025;0;226;87;478;92;0;27;44;519;115;86;0;212;126;0;0;0;0;2;13
MG;CAMPOS ALTOS;4824;0;436;47;1116;251;0;45;59;803;114;131;0;151;56;0;1;0;0;5;48
MG;CAMPOS GERAIS;7772;0;539;20;1431;242;0;86;62;2782;146;194;0;198;17;7;1;0;1;3;74
MG;CANA VERDE;1499;0;96;43;214;40;0;10;5;888;31;23;0;58;38;0;0;0;0;0;7
MG;CANAA;918;0;75;3;190;23;0;11;5;1460;31;12;0;22;4;0;0;0;0;5;4
MG;CANAPOLIS;2695;0;291;108;734;163;0;18;20;911;331;104;0;200;112;0;1;0;1;7;13
MG;CANDEIAS;4233;0;338;170;924;194;0;9;48;2446;282;68;0;178;261;0;1;0;0;3;15
MG;CANTAGALO;725;0;51;2;98;17;0;4;4;704;28;10;0;22;2;0;0;0;0;2;2
MG;CAPARAO;1217;0;91;0;304;36;0;25;5;1164;25;17;0;21;0;0;0;0;1;1;6
MG;CAPELA NOVA;1127;0;39;6;175;42;0;1;17;1012;40;10;0;14;6;0;0;0;1;1;5
MG;CAPELINHA;9760;0;964;150;2446;369;1;23;65;9672;443;226;0;343;183;6;2;0;1;51;145
MG;CAPETINGA;2101;0;228;69;363;150;0;5;34;406;25;54;0;65;91;0;0;0;0;1;22
MG;CAPIM BRANCO;3011;0;206;65;620;175;0;61;26;917;80;35;0;94;67;1;1;0;1;3;36
MG;CAPINOPOLIS;4081;0;372;257;831;195;0;60;42;1651;736;94;0;450;377;2;0;0;1;7;34
MG;CAPITAO ANDRADE;760;0;72;4;149;22;0;6;11;1222;115;11;0;44;4;1;0;0;0;0;3
MG;CAPITAO ENEAS;1635;0;144;20;334;89;0;9;5;1636;173;37;0;87;23;0;2;0;2;1;4
MG;CAPITOLIO;3639;0;186;26;973;200;0;16;38;1646;183;43;0;360;45;1;0;0;0;2;208
MG;CAPUTIRA;2504;0;163;5;546;135;0;22;19;2052;48;62;0;63;1;0;0;0;0;0;7
MG;CARAI;1140;0;105;1;355;33;0;9;65;2132;53;63;0;25;1;0;1;0;0;3;1
MG;CARANAIBA;652;0;30;2;67;7;0;11;14;336;11;19;0;8;3;0;0;0;0;0;1
MG;CARANDAI;8647;0;727;242;1170;574;0;25;96;2608;241;134;0;350;298;0;0;0;0;12;58
MG;CARANGOLA;8073;0;446;45;1303;452;0;110;69;4988;303;80;0;235;51;0;1;0;1;12;132
MG;CARATINGA;22082;0;1547;137;3949;1078;0;125;140;13754;2440;501;0;487;144;8;0;0;4;32;266
